name,brand,price_pkr,url,source,ram_gb,storage_gb,processor,display_inches
"Dell Chromebook 11 3180 - Celeron processor - 4gb Ram - 16GB SSD - 11.6"" screen - Playstore supported",Dell,69953,#,Daraz.pk,4,16,Intel Celeron,11.6
Acer | C740 | 128GB Storage | 4GB RAM | Windows 10 / 11.6″ Display | Play Store Supported | Android Apps Supported | Chr,Acer,15999,#,Daraz.pk,4,128,Intel i5,15.6
Microsoft Surface Pro 5 - Core i5 7th Generation - RAM 8GB - 256GB NVME - 12.3Inches Touchscreen - Windows 10,Microsoft,51500,#,Daraz.pk,8,512,Intel i5,12.3
Lenovo N23 Chromebook 4GB RAM 16GB SSD Storage 11.6″ Display 7 days warantty,Lenovo,127702,#,Daraz.pk,4,16,Intel i5,15.6
Daraz Like New Laptops - HP Chromebook 11 G4 | 16GB Storage | 4GB RAM | 11.6″ Display | Playstore Supported | Dual Core ,HP,205565,#,Daraz.pk,4,16,Intel i5,15.6
Lenovo ThinkPad X230 Core i5 3rd Gen 4 GB RAM 250 GB 12..5″ Windows 10 (Free Laptop Bag) - Daraz like new laptops,Lenovo,23999,#,Daraz.pk,4,512,Intel i5,15.6
Dell Latitude 7290 - Core i5 8th Generation - 8GB RAM - 256GB SSD - 12.5inch Screen - FREE LAPTOP BAG (Windows 11 Licens,Dell,51999,#,Daraz.pk,8,256,Intel i5,12.5
"Daraz Like New Laptops - Acer Chromebook R13 2in1 Convertible ,4GB DDR3 Ram, 32GB SSD Drive, 13.3-inch Full HD X360 Touc",Acer,28999,#,Daraz.pk,4,32,Intel i5,15.6
Daraz Like New Laptops - Lenovo Thinkpad T480 - Core i5 8th Generation - 16GB DDR4 - 512GB SSD - 14inch Screen - FREE LA,Lenovo,61999,#,Daraz.pk,16,512,Intel i5,14.0
"Apple MacBook Pro 16-inch (Model A2485, 2021) – M1 Pro Chip, 16GB RAM, 512GB SSD, Space Gray Daraz Like New Laptops – 1 ",Apple,405999,#,Daraz.pk,16,512,Apple M1,15.6
HP Chromebook 14 G5 | 32GB SSD Storage | 8GB RAM | 14 inch | HD Display | Dual Core | Factory Playstore | Update 2027 - ,HP,45000,#,Daraz.pk,8,32,Intel i5,14.0
Lenovo Thinkpad X240 - Core i5 4th Generation - 8GB RAM - 500GB HDD - 12.5inches Screen - FREE LAPTOP BAG,Lenovo,28999,#,Daraz.pk,8,512,Intel i5,12.5
"Dell p22 Touch Screen Chromebook – 11.6"" HD Display, 4GB RAM, 32GB SSD – Lightweight Laptop for School, Work & Daily Use",Dell,214773,#,Daraz.pk,4,32,Intel i5,11.6
"Dell Chromebook 3380 (13.3"", Intel 1.60GHz, 4GB, 16GB, ChromeOS) with Charger",Dell,16999,#,Daraz.pk,8,512,Intel i5,13.3
"Dell Latitude 3380 Intel Core i5 7th Generation, 8GB DDR4 Ram, 128GB SSD Drive, 13.3"" HD Led Display Intel HD Graphics -",Dell,34999,#,Daraz.pk,8,128,Intel i5,13.3
"Lenovo Chromebook 100e | 11.6” Display | Intel N3350 | 4GB RAM, 32GB Storage | Webcam | Playstore Supported | 2027 Updat",Lenovo,205313,#,Daraz.pk,4,32,Intel i5,15.6
Apple Macbook Air 2013 | intel core i5 | 8GB RAM | 128GB SSD | ORIGINAL CHARGER | 6 MONTHS WARRANTY | FREE LAPTOP BAG + ,Apple,48000,#,Daraz.pk,8,128,Intel i5,15.6
"Hp Core i5-5th Generation | TOUCH SCREEN | 8GB RAM , 128GB SSD Hard Drive | Ultra HD TOUCH DISPLAY 360 degree revolve | ",HP,68500,#,Daraz.pk,8,128,Intel i5,15.6
Dell Latitude 7480 14in FHD Laptop PC - Intel Core i5-7TH 2.5GHz 8GB 256GB SSD Windows 10 Pro - Daraz Like New Laptops,Dell,57999,#,Daraz.pk,8,256,Intel i5,14.0
"HP g5ee 15 inch Chromeboo 2nd Gen | 11.6” HD | 4GB RAM, 32GB eMMC | X360 Convertible | Webcam | Playstore Supported | 20",HP,151088,#,Daraz.pk,4,32,Intel i5,15.0
DARAZ LIKE NEW LAPTOPS - LENOVO THINKPAD 13 - INTEL CORE I5-6TH GENERATION - 8GB DDR4 RAM - 128GB SSD - 13.3 INCH - FREE,Lenovo,40499,#,Daraz.pk,8,128,Intel i5,13.3
Dell Latitude 7290 - Core i5 8th Generation - 16GB RAM - 512GB SSD - 12.5inch Screen - FREE LAPTOP BAG (Windows 11 Licen,Dell,54999,#,Daraz.pk,16,512,Intel i5,12.5
HP EliteBook 840 G3 - Core i5 6th Generation - 8 GB RAM - 128GB SSD 500GB HDD- 14inch Screen - FREE LAPTOP BAG (WINDOWS ,HP,49499,#,Daraz.pk,8,128,Intel i5,14.0
"Daraz Like New Laptops - Lenovo Thinkpad x260 Ultra Book, Core i5 6th generation, 8GB DDR4 Ram, 256GB SSD, 12.5"" Led Dis",Lenovo,36999,#,Daraz.pk,8,256,Intel i5,12.5
"Daraz Like New Laptops - Hp Chromebook 11 G8 - 4GB Ram DDR4 - 32GB SSD - 11.6"" Screen Size - Chrome OS - FREE LAPTOP BAG",HP,144725,#,Daraz.pk,4,32,Intel i5,11.6
"Apple MacBook Pro 2019 (A2141) – 16"" Retina Display | Intel Core i7 2.6GHz | 16GB RAM | 512GB SSD | Touch Bar | Grey | L",Apple,134999,#,Daraz.pk,16,512,Intel i7,16.0
"Apple MacBook Pro 2011 A1278 Display 13-inch Laptop (Intel i5 2.5 GHz, 8 GB RAM, 500GB HDD, Intel HD, macOS High Sierra ",Apple,35999,#,Daraz.pk,8,512,Intel i5,15.6
"Lenovo ThinkPad T480 14"" HD Business Laptop (Intel 8th Gen Quad-Core i5-8250U, 8GB DDR4 RAM, Toshiba 256GB PCIe NVMe 224",Lenovo,58999,#,Daraz.pk,8,512,Intel i5,14.0
"USED - LENOVO THINKPAD T430 Intel Core i5 - 3rd Generation - 14""INCH Screen - 8GB RAM - 250GB HDD - Windows 10 Registere",Lenovo,24999,#,Daraz.pk,8,256,Intel i5,14.0
Dell Latitude E7470 - Core i7 6th Generation - 8GB DDR4 RAM - 256GB SSD - 14inch Screen - FREE LAPTOP BAG (Windows 11 Li,Dell,47999,#,Daraz.pk,8,256,Intel i7,14.0
LENOVO T470 - CORE I5 -7TH GENERATION- 8GB RAM - 256GB SSD - Windows 11 LICENSED - FREE LAPTOP BAG - DARAZ LIKE NEW LAPT,Lenovo,48999,#,Daraz.pk,8,256,Intel i5,15.6
HP EliteBook 8470p Core i5 3rd Generation - 8GB RAM 320GB HDD,HP,32999,#,Daraz.pk,8,256,Intel i5,15.6
"MacBook Pro (13-inch, Mid 2012)",Unknown,30000,#,Daraz.pk,8,512,Intel i5,15.6
"Apple mac mini, m1 2020",Apple,165000,#,Daraz.pk,8,512,Apple M1,15.6
Lenovo ThinkPad L380 Touch Screen Core i5 8th Generation - 16GB RAM 256GB SSD,Lenovo,78999,#,Daraz.pk,16,256,Intel i5,15.6
"HP EliteBook 840 G7 Core i5 10th Gen, 16GB RAM, 512GB SSD, 14″ FHD LED Windows 11 Licensed (FREE LAPTOP BAG) - Daraz lik",HP,94999,#,Daraz.pk,16,512,Intel i5,15.6
USED - Lenovo Thinkpad X230 Core i5 3rd Gen 4GB RAM 250GB 12.5″ Windows 10 (Free Laptop Bag) - Daraz like new laptops,Lenovo,23999,#,Daraz.pk,4,512,Intel i5,15.6
Hp Elitebook 820 G3 - Core i5 6th Generation - 8GB DDR4 RAM - 256GB SSD - 12.5inch Screen - FREE LAPTOP BAG,HP,44999,#,Daraz.pk,8,256,Intel i5,12.5
Dell Latitude E7470 - Core i7 6th Generation - 16GB DDR4 RAM - 256GB SSD - 14inch Screen - FREE LAPTOP BAG,Dell,56999,#,Daraz.pk,16,256,Intel i7,14.0
Apple MacBook Pro 2012 A1278 13.3 LED Display - Intel® Core™ i7 Processor 8GB RAM - 256GB SSD MacOS Catalina 10.15 (Acti,Apple,44999,#,Daraz.pk,8,256,Intel i7,15.6
"HP ZBook 15 G2 Mobile Workstation Intel Core i7 - 4810MQ X4 2.8GHz 8GB 256GB SSD 15.6"" Win10, Black - Daraz Like New Lap",HP,52999,#,Daraz.pk,8,256,Intel i7,15.6
Dell P22T – Intel Celeron | 4GB RAM | 16GB eMMC | 11.6″ HD Display | Windows 10 Pro Supported | 7 Days Checking Warranty,Dell,85561,#,Daraz.pk,4,16,Intel Celeron,15.6
"Daraz Like New Laptops - Lenovo ThinkPad T450 Ultra Book, Core i5 4th generation, 8GB DDR3 Ram, 500GB Hard Drive, 14.1"" ",Lenovo,29499,#,Daraz.pk,8,512,Intel i5,14.1
"Lenovo ThinkPad T480 Core i5 8th Gen, 8GB RAM, 256GB SSD, 14″ FHD Like A New Laptop Screen LED",Lenovo,54999,#,Daraz.pk,8,256,Intel i5,15.6
Dell Core i3 7310 Laptop | 4GB RAM | ROM 256GB - Backlit Keyboard - Windows 10 Installed - Core i3 5th Generation,Dell,30600,#,Daraz.pk,4,512,Intel i3,10.0
"Daraz Like New Laptops - HP ProBook 11 G2 , Core i3 6th Generation, 8GB DDR4 Ram, 500GB Hard Drive, 11.1"" Led Display, I",HP,29999,#,Daraz.pk,8,512,Intel i3,11.1
Acer C720 ChromeBook Laptop - 4GB RAM / 128GB SSD Storage - Windows 10 Installed - Long Battery Life,Acer,18650,#,Daraz.pk,4,128,Intel i5,10.0
"Dell Latitude E5540 15.6 inches Laptop, Core i5-4310U 2.0GHz, 8GB Ram, 500GB HDD, DVDRW, Windows 10 Pro 64bit",Dell,34999,#,Daraz.pk,8,512,Intel i5,15.6
Dell Core i7 2nd Generation,Dell,30000,#,Daraz.pk,8,512,Intel i7,15.6
Hp Chromebook 11 G4 - celeron processor - 4GB RAM - 16GB SSD,HP,75367,#,Daraz.pk,4,16,Intel Celeron,15.6
Lenovo Thinkpad T480 - Core i7 - 8th Generation - 16GB DDR4 - 256GB SSD - 14inch Screen - Free Laptop Bag - Daraz Like N,Lenovo,69999,#,Daraz.pk,16,256,Intel i7,14.0
Daraz Like New Laptops - Dell Chromebook 11 3180 - 4GB RAM - 16GB SSD,Dell,176982,#,Daraz.pk,4,16,Intel i5,15.6
Acer Chromebook 514 - Intel Core i3 - 11th Gen - 128GB SSD Storage | 8GB RAM | 14″ Full HD Display | Chrome OS | Backlit,Acer,44681,#,Daraz.pk,8,128,Intel i3,15.6
"Lenovo ThinkPad X270 12.5"" Business Laptop Computer Intel Core i5-6300U Up to 3.0GHz 4GB RAM 128GB PCIE SSD Intel HD Gra",Lenovo,48999,#,Daraz.pk,4,512,Intel i5,12.5
HP ELITEBOOK 840-G5 8TH GENERATION INTEL CORE-I5 8250u PROCESSOR 8GB RAM 256GB SSD FHD 14.1’INCH (WINDOWS 11 ACTIVATED) ,HP,64999,#,Daraz.pk,8,256,Intel i5,15.6
"Hp Chromebook 11 G6 EE - 4GB RAM DDR4 - 16GB SSD EMMC - Playstore supported - 11.6"" screen",HP,140406,#,Daraz.pk,4,16,Intel i5,11.6
Acer C740 | 2GB RAM 16GB Storage Chromebook | 11.6″ Display | Factory PlayStore | Android Apps Supported - Daraz Like Ne,Acer,56525,#,Daraz.pk,2,16,Intel i5,15.6
"Apple MacBook Air (2012) with 1.8 GHz Core i5, 13.3-Inch Retina Display, 4GB RAM, 256GB SSD (Silver) - Daraz Like New La",Apple,32999,#,Daraz.pk,4,256,Intel i5,15.6
Daraz Like New Laptops - Lenovo ThinkPad X1 Carbon 14 inch Core i5 - 6th Gen 8GB Ram 256GB SSD Windows 10 Pro,Lenovo,61999,#,Daraz.pk,8,256,Intel i5,14.0
HP EliteBook 2560P - Core i5 2nd Generation - 4GB RAM - 250GB HDD,HP,25999,#,Daraz.pk,4,256,Intel i5,15.6
"Renewed Lenovo 11E Chromebook - Playstore Supported, 4GB RAM, 16GB ROM, 12 Inch Display - Fast Performance, Portable Lap",Lenovo,17999,#,Daraz.pk,4,16,Intel i5,12.0
laptop thinkpad,Unknown,45000,#,Daraz.pk,8,512,Intel i5,15.6
"HP Z240 TOWER WORKSTATION [ Processor Core i7 6700 , Ram 16GB DDR4 RAM, 240GB NVME , 500GB HDD",HP,44000,#,Daraz.pk,16,512,Intel i7,15.6
Microsoft Surface Go 128GB SSD | 8GB RAM | Intel Pentium Gold 4425Y 1.7 GHz | Very Good Condition | Touchscreen 2-in-1 T,Microsoft,60000,#,Daraz.pk,8,128,Intel Pentium,15.6
Dell Latitude E7250 Core i5 5th Generation - 8GB RAM 128GB SSD- M1,Dell,39999,#,Daraz.pk,8,128,Apple M1,15.6
Lenovo Thinkpad x220 Laptop,Lenovo,19500,#,Daraz.pk,8,512,Intel i5,15.6
Dell Chromebook 3189 - Touchscreen 360° Rotatable - 4GB RAM 16GB SSD - Playstore Supported - Healthy Learning Companion ,Dell,25999,#,Daraz.pk,4,16,Intel i5,15.6
"LENOVO THINKPAD 11e LAPTOP | INTEL CELERON 4TH GEN | 4GB RAM DDR3L | 128GB SSD M2 | 11.6"" DISPLAY",Lenovo,24999,#,Daraz.pk,4,128,Apple M2,11.6
Lenovo Thinkpad X1 carbon,Lenovo,38000,#,Daraz.pk,8,512,Intel i5,15.6
HP Elite book 2170p Notebook - Core i5 3rd Generation - 4GB Ram 320GB HDD,HP,32000,#,Daraz.pk,4,256,Intel i5,15.6
Dell Latitude E5490 - Core i5 8th Generation - 16GB RAM 256GB SSD,Dell,71999,#,Daraz.pk,16,256,Intel i5,15.6
"Lenovo Thinkpad T460 14-Inch Laptop Intel Core i5-6300U Dual-Core 2.4GHz, 8GB RAM, 256GB SSD, Windows 11 Licensed (FREE ",Lenovo,40999,#,Daraz.pk,8,256,Intel i5,15.6
"Dell | ChromeBook 3100 - 2027 update | Media tek 8173 Quad-Core Processor, 4GB DDR4 RAM | 16GB Storage | 11.6″ Display |",Dell,109423,#,Daraz.pk,4,16,Intel i5,15.6
USED - Lenovo ThinkPad X230 Core i5 3rd Gen 4 GB RAM 250 GB 12..5″ Windows 10 (Free Laptop Bag) - Daraz like new laptops,Lenovo,23999,#,Daraz.pk,4,512,Intel i5,15.6
"HP ProBook 650 G1 15.6"" Business Ultrabook: Intel Core i5-4Th Gen 500GB 4GB DDR3 (1920x1080) FHD DVD - Window 10 Pro - D",HP,38999,#,Daraz.pk,4,512,Intel i5,15.6
"HP Elitebook 820G3 I5 6th Gen 8gb Ram 128gb ssd+500gb hdd 14"" Screen (Windows 11 lIcensed) & Free Laptop Bag - daraz lik",HP,44999,#,Daraz.pk,8,128,Intel i5,14.0
"Lenovo Chromebook 300e (11.6"" Touch, Intel/MediaTek, 4GB RAM, 32GB Storage, 360° Flip, Black) – Like New Laptops | 1 Yea",Lenovo,21999,#,Daraz.pk,4,32,Intel i5,11.6
"Daraz Like New Laptops - HP ProBook 6460 , Core i5 2nd Genertion, 8GB DDR3 Ram, 128GB SSD Drive, 14.1"" Led Display, Inte",HP,24999,#,Daraz.pk,8,128,Intel i5,14.1
"HP Probook 640 G2 14"" , Core i5-6300U 2.4GHz, 8GB RAM, 500GB HDD Drive, Windows 10 Pro 64Bit,",HP,41999,#,Daraz.pk,8,512,Intel i5,14.0
Lenovo N22/N23 Chromebook – 11.6″ – 4 GB RAM – 16 GB ROM – With Play Store - PUBG Supported - DARAZ LIKE NEW LAPTOPS - U,Lenovo,137983,#,Daraz.pk,4,16,Intel i5,15.6
Dell Latitude 5490 - Core i5 8th Generation - 8GB RAM - 256GB SSD - 14inch Screen - Windows 11 Licensed (FREE LAPTOP BAG,Dell,54999,#,Daraz.pk,8,256,Intel i5,14.0
"Daraz Like New Laptops - Hp Chromebook 11 G6 EE | 4GB RAM DDR4 | 16GB SSD EMMC | Playstore supported | 11.6"" screen - FR",HP,125763,#,Daraz.pk,4,16,Intel i5,11.6
"Lenovo Thinkpad x260 Ultra Book, Core i5 6th generation, 8GB DDR4 Ram, 256GB SSD, 12.5"" Led Display, Intel HD Graphics W",Lenovo,36999,#,Daraz.pk,8,256,Intel i5,12.5
"Acer Nitro V15 ANV15-52-54T0 Gaming Laptop 13th Gen Core i5-13420H, 16GB DDR4, 512GB SSD, NVIDIA RTX 5050 8GB Graphics, ",Acer,274999,#,Daraz.pk,16,512,Intel i5,15.6
"Lenovo Thinkpad X240 Ultrabook ( 12.5-inch Display, i5-4300U 3.3GHz, 8GB RAM, 500GB, Windows 10 Pro (FREE LAPTOP BAG) - ",Lenovo,30999,#,Daraz.pk,8,512,Intel i5,15.6
Lenovo ThinkPad X260 - Core i5 6th Generation - 8GB DDR4 - 256GB SSD - 12.5 inches Screen - FREE LAPTOP BAG Windows 10 (,Lenovo,41999,#,Daraz.pk,8,256,Intel i5,12.5
Daraz Like New Laptops - Dell Latitude E7440 - Intel Core i5-4th Generation - 8gb Ram 500gb HDD - 14.0 Inch - Windows 10,Dell,31799,#,Daraz.pk,8,512,Intel i5,14.0
HP Chromebook 4GB RAM 32GB ROM Playstore Supported Chromebook,HP,50074,#,Daraz.pk,4,32,Intel i5,15.6
Laptop Dell 3rd Generation 4/128ssd,Dell,22500,#,Daraz.pk,8,512,Intel i5,15.6
HP ELITEBOOK 830-G5 8TH GENERATION | INTEL CORE-I5 | 8350u PROCESSOR | 8GB RAM | 256GB SSD | FHD | 13.0’INCH DISPLAY | S,HP,64999,#,Daraz.pk,8,256,Intel i5,15.6
Lenovo Thinkpad T480 - Core i5 8th Generation - 8GB DDR4 - 256GB SSD - 14inch Screen - FREE LAPTOP BAG - Daraz like new ,Lenovo,54999,#,Daraz.pk,8,256,Intel i5,14.0
Dell Latitude 7280 - Core i5 7th Generation - 8GB RAM - 256GB SSD - 12.5inch Screen - FREE LAPTOP BAG (Windows 11 Licens,Dell,45999,#,Daraz.pk,8,256,Intel i5,12.5
"Daraz Like New Laptops - HP ProBook 11 G2 X360 Touch Screen , Core i5 7th Generation, 8GB DDR4 Ram, 128GB SSD Drive, 11.",HP,38999,#,Daraz.pk,8,128,Intel i5,11.1
"Lenovo X1 Yoga , Core Ci5 8th Generation, 8GB DDR4 RAM, 256GB SSD Drive, With Stylus Pen, 13.3"" FHD Led Display, Intel H",Lenovo,72999,#,Daraz.pk,8,256,Intel i5,13.3
"Daraz Like New Laptops - HP ProBook 450 G8 Core i5 11th Gen, 16GB, 512GB SSD, 15.6″ FHD LED",HP,130999,#,Daraz.pk,8,512,Intel i5,15.6
"USED LAPTOP - Dell 3180 Chromebook 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS - DARAZ LIKE N",Dell,118788,#,Daraz.pk,4,16,Intel i5,11.6
"Hp Elitebook 840 G5 - Core i5 - 8th Generation - 8gb RAM - 256GB SSD - 14"" Screen - Windows 10 Activated - Free Laptop B",HP,72999,#,Daraz.pk,8,256,Intel i5,14.0
"Dell Latitude 3380 business laptop, 13.3in HD Display, Intel Core i3-6006U, 8GB DDR4, 128GB Solid State Drive, Webcam, W",Dell,36999,#,Daraz.pk,8,512,Intel i3,13.3
"Daraz Like New Laptops - Lenovo ThinkPad T410, Core i5 1st generation, 8GB DDR3 Ram, 320GB Hard Drive, 14.1"" Led Display",Lenovo,19999,#,Daraz.pk,8,512,Intel i5,14.1
HP ProBook 640 G1 Business Laptop ~Intel Core i5-4210M 2.6GHz ~ 500GB 7200RPM HHD~ 4GB DDR3 Window 10 Pro - Daraz Like N,HP,37999,#,Daraz.pk,4,512,Intel i5,15.6
Dell Latitude 3300 USED LAPTOP,Dell,34000,#,Daraz.pk,8,512,Intel i5,15.6
Daraz Like New Laptops - HP Chromebook 11 G5 | 16GB Storage | 4GB RAM | 11.6″ Display | Playstore Supported | Dual Core ,HP,149505,#,Daraz.pk,4,16,Intel i5,15.6
DELL LATITUDE E6430 - Intel Core i5 3rd Generation - 4GB Ram - 250GB Hard disk - 14inches Screen - FREE LAPTOP BAG,Dell,23999,#,Daraz.pk,4,512,Intel i5,14.0
"Box packed Apple MacBook Pro 2023 M2 PRO (16-inch, 16GB RAM, 1TB SSD Storage)",Apple,299000,#,Daraz.pk,16,1024,Apple M2,15.6
Hp Probook 640G4 I5 8th Gen 16GB Ram 512GB SSD (Windows 11 Licensed) & Free Laptop Bag - daraz like new laptops,HP,67999,#,Daraz.pk,16,512,Intel i5,15.6
Lenovo N22 Chromebook – 11.6″ – 4 GB RAM – 16 GB ROM – With Play Store - PUBG Supported - FREE LAPTOP BAG,Lenovo,249153,#,Daraz.pk,4,16,Intel i5,15.6
Dell Latitude E5440 - Core i5 4th Generation - 4GB RAM - 500GB HDD - 14inch Screen - FREE LAPTOP BAG Windows 10 (Registe,Dell,29999,#,Daraz.pk,4,512,Intel i5,14.0
"Dell Latitude 5310 Intel Core i7 10th Generation, 16GB DDR4 Ram, 512 GB SSD Drive, 13.3"" FHD Led Display, Touch Screen ,",Dell,89999,#,Daraz.pk,16,512,Intel i7,13.3
"USED - HP EliteBook 840 G3 Ultra Book, Core i5 6th generation, 8GB DDR Ram, 256GB SSD Drive , 14.1"" Led Display, Intel H",HP,48499,#,Daraz.pk,8,256,Intel i5,14.1
"Lenovo ThinkPad X1 Carbon Silver Edition Intel Core i7 7th Generation, 16GB DDR4 Ram, 256GB SSD Drive, 14.1"" FHD Led Dis",Lenovo,74999,#,Daraz.pk,16,256,Intel i7,14.1
"Lenovo Ideapad, MIIX 520 2-In-1, Touchscreen 12.2 inch Laptop, Core i5 8th Generation, Fingerprint Sensor, RAM 8GB DDR4,",Lenovo,46000,#,Daraz.pk,8,256,Intel i5,12.2
"Dell Latitude 3189 Hybrid (2-in-1) - 11.6"" Touchscreen - Intel® Pentium® 6th Generation (N4200) - 4GB RAM - 128GB SSD - ",Dell,30499,#,Daraz.pk,4,128,Intel Pentium,11.6
"Daraz Like New Laptops - Dell Chromebook 3189 - 4GB RAM, 32GB Storage, Chrome OS X360 Touch Screen Convertible 2 in 1 la",Dell,17999,#,Daraz.pk,4,32,Intel i5,15.6
Hp Elitebook 820 G4 - Core i5 7th Generation - 8GB RAM - 128GB SSD - 500GB HDD - 12.5inch Screen - Free Laptop Bag,HP,50999,#,Daraz.pk,8,128,Intel i5,12.5
"Apple MacBook Pro 2018 (A1989) – 13.3"" Retina, Core i7, 16GB RAM, 256GB SSD, macOS – Space Grey | 1 Year Warranty (Daraz",Apple,109999,#,Daraz.pk,16,256,Intel i7,13.3
"Daraz Like New Laptops - Dell Latitude E5430 14.1"" Laptop (Intel Core i5-3320M, 8GB RAM, 500GB HDD, WiFi, DVDRW, Windows",Dell,25999,#,Daraz.pk,8,512,Intel i5,14.1
"Daraz Like New Laptop - HP EliteBook 850 G7 Core i5 10th Gen, 16GB, 512B SSD, 15.6″ FHD IPS LED, Windows 11",HP,121999,#,Daraz.pk,8,512,Intel i5,15.6
"USED - Lenovo ThinkPad T430, Core i5 3rd generation, 4GB DDR3 Ram, 250GB Hard Drive, 14.1"" Led Display, Intel HD Graphic",Lenovo,25499,#,Daraz.pk,4,512,Intel i5,14.1
"USED - Dell 7280 Core i5 7th generation, 8GB Ram, 256GB SSD, 12.5"" Led Display, (Windows 11 Licensed) FREE LAPTOP BAG - ",Dell,42999,#,Daraz.pk,8,256,Intel i5,12.5
"HP PRODESK 600 G1 [ i5 4TH , 16GB, 128GB SSD, 500GB HDD, 2GB GRAPHIC CARD",HP,30000,#,Daraz.pk,8,128,Intel i5,15.6
Acer Laptop | 4Gb Ram 16Gb Storage | C180 |,Acer,25000,#,Daraz.pk,4,16,Intel i5,15.6
chromebook/thinkpad,Unknown,17699,#,Daraz.pk,8,512,Intel i5,15.6
Dell e6420 i5 2nd generation laptop,Dell,27000,#,Daraz.pk,8,512,Intel i5,15.6
"HP ORIGINAL USA IMPORT | Chromebook 11 G4 | 8 to 10 Hours Battery Timing | 16GB SSD Storage | 4GB RAM | 11.6"" FULL HD Di",HP,41392,#,Daraz.pk,4,16,Intel i5,11.6
Wooden Gaming Laptop Table For Bed Foldable Stand Ergonomic Portable Drawing Notebook Reading Food Breakfast Serving Wit,HP,49224,#,Daraz.pk,8,512,Apple M1,15.6
Dell Core i3 7310 Laptop | 4GB RAM | ROM 128GB - Backlit Keyboard - Windows 10 Installed - Core i3 5th Generation,Dell,29500,#,Daraz.pk,4,512,Intel i3,10.0
HP Elitebook 2170p Notebook - Core i5 3rd Generation - 4GB Ram 320GB HDD,HP,27499,#,Daraz.pk,4,256,Intel i5,15.6
HP ELITEBOOK 840-G7 10TH GENERATION | INTEL CORE-I5 | 10300u PROCESSOR | 16GB RAM | 512GB SSD | FHD | 14.1’INCH DISPLAY ,HP,94999,#,Daraz.pk,16,512,Intel i5,15.6
"Lenovo Core i7-10th Generation | 32GB DDR4 RAM , 512GB M2 SSD | 6 Months warranty | TOUCH SCREEN | 4Hours+ Battery Backu",Lenovo,122000,#,Daraz.pk,32,512,Intel i7,15.6
"HP EliteBook 840 G3 - 14” HD, Intel Core i5-6200U 2.4Ghz, 6th Gen 8GB DDR4, 128GB SSD + 500GB HDD, Windows 10 64 bit",HP,49999,#,Daraz.pk,8,128,Intel i5,15.6
Apple Macbook Pro A1286 2012 15.4 LED Display - Intel® Core™ i7 Processor 4GB RAM - 500GB HDD MacOS 10.15 Catalina (Acti,Apple,54999,#,Daraz.pk,4,512,Intel i7,15.6
Dell Latitude E5440 14-Inch Laptop Core i5 4th Gen/4GB RAM (Upgradable to 16GB)/128GB SSD/Windows 10 Pro - Daraz Like Ne,Dell,35999,#,Daraz.pk,4,128,Intel i5,15.6
Samsung NP900X3N i7 7th Gen | 8GB RAM | 256GB SSD | 13.3″ Display -7 days checking warranty -Samsunng laptop,Samsung,53999,#,Daraz.pk,8,256,Intel i7,15.6
badgeDaraz Like New Laptops - HP Chromebook 11 G4 | 16GB Storage | 4GB RAM | 11.6″ Display | Playstore Supported | Dual ,HP,77559,#,Daraz.pk,4,16,Intel i5,15.6
HP - EliteBook 840 G5 - CORE I7 -8TH GENERATION- 8GB RAM - 256GB SSD - Windows® 10 Activated - FREE LAPTOP BAG,HP,89999,#,Daraz.pk,8,256,Intel i7,15.6
Dell Latitude 5480 ( TOUCH SCREEN )- Core i5 7th Generation - 8GB RAM - 256GB SSD - 14inch Screen - FREE LAPTOP BAG,Dell,51999,#,Daraz.pk,8,256,Intel i5,14.0
Daraz Like New Laptops - Lenovo ThinkPad T480 - Intel Core i7-8th Generation - 16gb Ram 256gb Ssd - 14.1 Inch FHD Displa,Lenovo,69999,#,Daraz.pk,16,256,Intel i7,14.1
"Apple MacBook Air 2020 (A2179) – 13.3"" Retina Display, Intel Core i5 (1.1GHz, Turbo up to 3.5GHz), 8GB RAM, 256GB SSD, S",Apple,99999,#,Daraz.pk,8,256,Intel i5,13.3
Dell Workstation Gaming i7 4th GEN 17inch HD Screen Laptop,Dell,65000,#,Daraz.pk,8,512,Intel i7,17.0
Daraz Like New Laptops - Lenovo ThinkPad T450 - 14 Inch - Intel i5-5300U 2.30GHz - 8 GB RAM - 256GB SSD - Windows 10 Pro,Lenovo,39999,#,Daraz.pk,8,256,Intel i5,14.0
HP EliteBook 840 G3 - Core i7 6th Generation - 8GB RAM - 128GB SSD - 500GB HDD - 14inch Screen - FREE LAPTOP BAG,HP,59999,#,Daraz.pk,8,128,Intel i7,14.0
"Dell Latitude E6440 14in Laptop, Core i5-4300M 2.6GHz, 4GB Ram, 500GB HDD, DVDRW, Windows 10 Pro - Daraz Like New Laptop",Dell,33999,#,Daraz.pk,4,512,Intel i5,14.0
"LAPTOP - USED - LENOVO THINKPAD T420 Intel Core i5 2ND GEN - 14"" Screen - 8GB Ram - 250GB HDD - WINDOWS 10 Registered - ",Lenovo,24999,#,Daraz.pk,8,256,Intel i5,14.0
