name,brand,price_pkr,url,source,ram_gb,storage_gb,processor,display_inches
"Dell Latitude E6540 , Core i5 4th generation, 8GB DDR3 Ram, 500GB Hard Drive, 15.6"" Led Display, Intel HD Graphics - Dar",Dell,45000,#,Daraz.pk,8,512,Intel i5,15.6
"Dell Latitude 5530, Core i5 3rd generation, 4GB Ram, 250GB Hard Drive, 15.6"" Led Display, Numeric Keypad (Windows 10 Reg",Dell,27999,#,Daraz.pk,4,512,Intel i5,15.6
Daraz Like New Laptop - Hp Elitebook 820 G3 - Core i5 6th Generation - 8GB DDR4 RAM - 256GB SSD - 12.5inch Screen - FREE,HP,42999,#,Daraz.pk,8,256,Intel i5,12.5
"DELL Core i7-7th Generation | 16GB DDR4 RAM , 512GB SSD Hard | 2GB NVIDIA Graphics Card | 6 Months Warranty | 3Hours+ Ba",Dell,128000,#,Daraz.pk,16,512,Intel i7,15.6
"Like New Laptops - Lenovo ThinkPad Yoga 11e 11.6"" 2-in-1 Touchscreen Laptop (Intel® Core™ i3 7th Gen 8GB RAM, 256GB SSD,",Lenovo,38999,#,Daraz.pk,8,256,Intel i3,11.6
HP ProBook 430 G3 Intel Core i5 6th Gen 13.3 inches Business Laptop (8GB RAM/500GB HDD/Windows 10 Pro/MS Office/HD Displ,HP,58999,#,Daraz.pk,8,512,Intel i5,13.3
Hp 640 G3 - Core i5 7th Generation - 8GB DDR4 RAM - 256GB SSD - 14inch Screen - FREE LAPTOP BAG,HP,50499,#,Daraz.pk,8,256,Intel i5,14.0
Dell laptop 3480 - Core i5 6th Generation - 8GB RAM - 256GB SSD - 14inch Screen - Free Laptop Bag,Dell,49999,#,Daraz.pk,8,256,Intel i5,14.0
Hp Probook 640G4 I5 8th Gen 8gb Ram 128gb ssd+500gb hdd (Windows 11 Licensed) & Free Laptop Bag - Daraz like new laptops,HP,54999,#,Daraz.pk,8,128,Intel i5,15.6
Daraz Like New Laptops - Hp Probook 440 G3 - Core i3 6th Generation - 8GB RAM - 128GB SSD 500GB HDD- 14inch Screen - FRE,HP,42999,#,Daraz.pk,8,128,Intel i3,14.0
Daraz Like New laptops - HP ProBook 450 G2 - Core i5 5th Generation - 4GB DDR3 RAM - 500GB HDD - 15.6inch Screen (NUMPAD,HP,44999,#,Daraz.pk,4,512,Intel i5,15.6
HP ProBook 450 G2 - Core i5 5th Generation - 4GB DDR3 RAM - 500GB HDD - 15.6inch Screen (NUMPAD) - FREE LAPTOP BAG,HP,44999,#,Daraz.pk,4,512,Intel i5,15.6
"Dell Latitude 5420, Core i5 11th generation, 8GB Ram, 256GB SSD, 14"" Led Display, (Windows 11 Licensed) FREE LAPTOP BAG ",Dell,82999,#,Daraz.pk,8,256,Intel i5,14.0
"Daraz Like New - Dell 3180 Chromebook 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS",Dell,192958,#,Daraz.pk,4,16,Intel i5,11.6
"Daraz Like New Laptops - HP 650 G1 15.6inch Laptop, Intel Core i5-4200M 2.5GHz, 8GB Ram, 500GB HDD, Windows 10",HP,39999,#,Daraz.pk,8,512,Intel i5,15.6
Hp Chromebook 14 - 4GB Ram - 16GB Rom - Playstore Supported - 14 inch HD Display - Free Laptop Bag - Daraz like new lapt,HP,21999,#,Daraz.pk,4,16,Intel i5,14.0
DARAZ LIKE NEW LAPTOPS - LENOVO THINKPAD T470 - CORE I5-7TH GENERATION - 8GB RAM 256GB SSD - 14.1 INCH SCREEN SIZE - FRE,Lenovo,53499,#,Daraz.pk,8,256,Intel i5,14.1
"Lenovo ThinkPad T430 - Core i5 3rd Generation - 8 GB Ram - 128 GB SDD - 14"" Screen Size",Lenovo,29999,#,Daraz.pk,8,512,Intel i5,14.0
Apple MacBook Air (2013) | 13.3 inches | Intel Core i7 1.7 GHz Processor | 4GB RAM | 256GB SSD | Silver - Daraz Like New,Apple,49999,#,Daraz.pk,4,256,Intel i7,13.3
Dell latitude 5540 - Coe i3 4th Generation - 4GB RAM - 128GB SSD - 15.6inch Screen - FREE LAPTOP BAG,Dell,39999,#,Daraz.pk,4,128,Intel i3,15.6
"Daraz Like New Laptops - HP EliteBook 840 G5 Notebook PC Intel Core i5 8th Generation, 8GB DDR4 Ram, 256GB SSD Drive, 14",HP,68999,#,Daraz.pk,8,256,Intel i5,14.1
"(Apple MacBook Pro 2012) 13.3 Inch Display Model No (1278), Intel Core i5 - 8GB DDR3 RAM - Condition 9/10 Used",Apple,65000,#,Daraz.pk,8,512,Intel i5,13.3
"Lenovo ThinkPad L430 (2nd Gen, Core i5-2520M, 4GB RAM, 500GB HDD, 14"" Display, Webcam, Refurbished) Windows 10",Lenovo,24000,#,Daraz.pk,4,512,Intel i5,14.0
Daraz Like New Laptops - Hp Probook 650 G1 - Core i5 4th generation - 4GB RAM - 500GB HDD - 15.6 inch screen - Windows 1,HP,40999,#,Daraz.pk,4,512,Intel i5,15.6
"LAPTOP - HP EliteBook 840 G3 - 14” HD, Intel Core i5-6200U 2.4Ghz, 6th Gen 8GB DDR4, 128GB SSD, Windows 11 licensed (FRE",HP,49999,#,Daraz.pk,8,128,Intel i5,15.6
"Daraz Like New Laptops - HP EliteBook 840 G6 Notebook PC Intel Core i5 8th Generation, 8GB DDR4 Ram, 256GB SSD Drive, 14",HP,69999,#,Daraz.pk,8,256,Intel i5,14.1
"HP Core i3-11th Generation | 6 Months Warranty | 16GB DDR4 RAM , 512GB M2 SSD | 3Hours+ Battery backup | FREE LAPTOP CLE",HP,79500,#,Daraz.pk,16,512,Intel i3,15.6
HP ProBook 640 G2 Laptop (Core i5 6th Generation) 14-inch 8GB Ram 256GB SSD,HP,45999,#,Daraz.pk,8,256,Intel i5,15.6
"Apple MacBook Pro 2018 (A1989) 2.7GHz Intel Core i7 Quad Core (13.3-inch Retina Display, 16GB RAM, 512GB SSD) - Space Gr",Apple,109999,#,Daraz.pk,16,512,Intel i7,15.6
"Lenovo Legion Go 8APU1, AMD Ryzen™ Z1 Extreme,AMD Radeon Graphics, 16GB Soldered LPDDR5x-7500 1TB SSD M.2 2242 PCIe® 4.0",Lenovo,276999,#,Daraz.pk,16,1024,AMD Ryzen 5,15.6
"Lenovo ThinkPad L420 (2nd Gen, Core i5-2520M, 4GB RAM, 500GB HDD, 14"" Anti-Glare LED Display, Webcam, windows 8 or 10, R",Lenovo,22000,#,Daraz.pk,4,512,Intel i5,14.0
Like New Laptops Dell Latitude 7280 - Core i5 7th Generation - 8GB RAM - 256GB SSD - 12.5inch Screen - FREE LAPTOP BAG (,Dell,46999,#,Daraz.pk,8,256,Intel i5,12.5
HP PROBOOK 640-G4 8TH GENERATION | INTEL CORE-I5 | 8250u PROCESSOR | 8GB RAM | 256GB SSD | FHD | 14.1’INCH DISPLAY | SIL,HP,60999,#,Daraz.pk,8,256,Intel i5,15.6
Daraz Like New Laptops - HP Elitebook 820 G3 - Intel Core i5-6th Generation - 8gb Ram 128gb Ssd 500gb Hdd - 12.5 FHD Dis,HP,41399,#,Daraz.pk,8,128,Intel i5,15.6
Lenovo Thinkpad T480 - with 1 year warranty - Core i5 8th Generation - 16GB DDR4 - 256GB SSD - 14inch Screen - FREE LAPT,Lenovo,57999,#,Daraz.pk,16,256,Intel i5,14.0
"Lenovo ThinkPad E570 15.6 inch High Performance Business laptop, 500GB HDD, Intel Core i5 (7th Gen) 2.50 GHz, 8 GB DDR4,",Lenovo,51999,#,Daraz.pk,8,512,Intel i5,15.6
"HP Chromebook 11 G7 EE, 11.6"" HD, Intel Celeron N4000, 4GB DDR4 Ram, 16GB eMMC, Chrome OS ,Storm Grey, Play Store Suppor",HP,52800,#,Daraz.pk,4,16,Intel Celeron,11.6
"Apple Mabook Pro 2017 | 6 Months Warranty | 16GB Ram , 256GB Storage | Touch-Bar | 2K Display | 3Hours+ Battery Backup |",Apple,135000,#,Daraz.pk,16,256,Intel i5,15.6
Hp Probook 640 G2 - Core i5 6th Generation - 8 GB RAM - 128GB SSD 500GB HDD- 14inch Screen - FREE LAPTOP BAG (WINDOWS 11,HP,44999,#,Daraz.pk,8,128,Intel i5,14.0
"Apple Macbook Pro 16″ (2019) Core i9 9th Gen, 16GB RAM, 1TB SSD, AMD Radeon 4GB DDR6, 16″ Retina Display",Apple,224499,#,Daraz.pk,16,1024,Intel i9,15.6
Daraz Like New Laptops - HP EliteBook 840G3 -Core i7 - 6th generation - 16GB RAM - 128GB M2 plus 500GB HDD - Windows® 10,HP,51499,#,Daraz.pk,16,512,Intel i7,15.6
USED - Dell Chromebook 3180 - 16 GB SSD - 4GB RAM - (FREE LAPTOP BAG) - Daraz like new laptops,Dell,20999,#,Daraz.pk,4,16,Intel i5,15.6
Daraz Like New Laptops - Lenovo ThinkPad L370 Yoga 2in1 Touch Screen - 13.3 inch Screen Size - Intel Core i5-8250U - 8GB,Lenovo,87999,#,Daraz.pk,8,256,Intel i5,13.3
"Apple MacBook Air 13 - MGN63 - Apple M1 Chip - 08GB - 256GB SSD - 13.3"" Retina IPS LED Display - With True Tone Backlit ",Apple,220000,#,Daraz.pk,8,256,Apple M1,13.3
Daraz Like New Laptops - HP ProBook 640G4 I5 8th Gen 16gb Ram 128gb ssd+500gb hdd (Windows 11 Activated) & Free Laptop B,HP,55999,#,Daraz.pk,16,128,Intel i5,15.6
Daraz Like New Laptops - HP EliteBook 840 G5 Core i5 8th Gen 16GB RAM 256GB SSD 14″ FHD IPS LED,HP,85499,#,Daraz.pk,16,256,Intel i5,15.6
HP EliteBook 840 G2 - Core i5 5th Generation - 8GB RAM - 128GB SSD PLUS 500GB HDD -14 inch - Windows® 10 Activated - FRE,HP,44999,#,Daraz.pk,8,128,Intel i5,14.0
"Dell Latitude E7250 12.5” Laptop, Intel i5-5300U 2.3GHz, 128GB SSD, 4GB RAM Windows 10 (Registered Windows) - Daraz like",Dell,34999,#,Daraz.pk,4,128,Intel i5,15.6
HP 15S-FD0107TU Core i5-1335U 8GB DDR4 512GB PCIe Value Intel Iris Xe 15.6 FHD Antiglare ultraslim SVA 250 nits Narrow B,HP,295000,#,Daraz.pk,8,512,Intel i5,15.6
Daraz Like New Laptops - Lenovo ThinkPad T460s - Core i5 6th Generation - 8GB DDR4 - 256GB SSD - 14inches Screen - FREE ,Lenovo,43999,#,Daraz.pk,8,256,Intel i5,14.0
"Daraz Like New Laptops - Lenovo Thinkpad x270 Ultra Book, Core i5 7th generation, 8GB DDR4 Ram, 256GB SSD, 12.5"" Led Dis",Lenovo,40999,#,Daraz.pk,8,256,Intel i5,12.5
"Daraz Like New Laptops - Dell Latitude E6440 Intel Core i5 4th Generation 14.1"" LED Display 8 GB Ram 500 GB HDD",Dell,33999,#,Daraz.pk,8,512,Intel i5,14.1
"Dell Latitude E3340 13.3"" Laptop, Intel Core i5, 4GB RAM, 500GB HDD, Window 10 Pro - Daraz Like New Laptops",Dell,35999,#,Daraz.pk,4,512,Intel i5,13.3
Daraz Like New Laptop - HP EliteBook 840 G7 - Intel Core i5-10 Generation - 16gb DDR4 Ram - 256gb Nvme SSD - 14.1 Inch F,HP,99999,#,Daraz.pk,16,512,Intel i5,14.1
Lenovo ThinkPad T450 - Core i5 5th Generation - 8GB RAM 500GB HDD,Lenovo,38999,#,Daraz.pk,8,512,Intel i5,15.6
"Daraz Like New Laptops - Microsoft Surface Laptop 3 - 13.5"" Touch-Screen - Intel Core i5 - 8GB RAM - 128GB SSD",Microsoft,99999,#,Daraz.pk,8,128,Intel i5,13.5
"Dell Latitude 5520 Core i5 11th Gen , 16GB, 256GB SSD, 15.6″ FHD IPS LED",Dell,106499,#,Daraz.pk,8,256,Intel i5,15.6
HP EliteBook 1030 G3 Core i5 8th Gen 8GB Ram 512GB SSD (Windows 11 Activated) & Free Laptop Bag - Daraz like new laptops,HP,84999,#,Daraz.pk,8,512,Intel i5,15.6
"Daraz Like New Laptops - Dell Latitude 5490 Laptop Core i5 8th Gen 8GB RAM, 256GB SSD",Dell,69999,#,Daraz.pk,8,256,Intel i5,15.6
HP EliteBook Folio 9470M 14 Intel Core i5-3427U 3rd Gen 1.8GHz 4GB 320GB HDD,HP,37999,#,Daraz.pk,8,256,Intel i5,14.0
"Lenovo ThinkPad T440p 14-Inch Laptop (i5-4300M, 4GB RAM, 500 GB HDD, DVD RW, Windows 10 - FREE LAPTOP BAG",Lenovo,33999,#,Daraz.pk,4,512,Intel i5,15.6
"HP ProBook 650 G3 Intel Core i3 7th Generation, 8GB DDR3 Ram, 500 GB Sata Hard Drive, 15.6"" Led Display, Intel HD Graphi",HP,39999,#,Daraz.pk,8,512,Intel i3,15.6
Wooden Gaming Laptop Table With Dual Fans For Bed Foldable Stand Ergonomic Portable Drawing Notebook Reading Food Breakf,HP,191207,#,Daraz.pk,8,512,Apple M1,15.6
Hp Elitebook 850 G5 - Core i5 8th Generation - 8GB RAM - 256GB SSD - 15.6inch Screen - FREE LAPTOP BAG,HP,84999,#,Daraz.pk,8,256,Intel i5,15.6
Daraz Like New Laptop - Lenovo Thinkpad T480 - Core i5 8th Generation - 8GB DDR4 - 256GB SSD - 14inch Screen - FREE LAPT,Lenovo,53999,#,Daraz.pk,8,256,Intel i5,14.0
Lenovo Thinkpad T480 - Core i5 8th Generation - 16GB DDR4 - 512GB SSD - 14inch Screen - FREE LAPTOP BAG (Windows 11 Lice,Lenovo,61999,#,Daraz.pk,16,512,Intel i5,14.0
Dell latitude E6520 - Core i5 2nd Generation - 4GB RAM - 250GB HDD - 15.6inch Screen - FREE LAPTOP BAG,Dell,28999,#,Daraz.pk,4,256,Intel i5,15.6
Wooden Gaming Laptop Table With SIngle Fan For Bed Foldable Stand Ergonomic Portable Drawing Notebook Reading Food Break,HP,155779,#,Daraz.pk,8,512,Apple M1,15.6
"Lenovo ThinkPad T470s 14'' FHD (1920x1080) IPS Business Laptop (Intel Dual-Core i5-6300U, 8GB DDR4 RAM, 256GB PCIe NVMe ",Lenovo,53999,#,Daraz.pk,8,512,Intel i5,14.0
"LAPTOP - HP Elitebook 840 G2 - Core i5-5th Generation - 500gb Hard , 8GB RAM - (Daraz like new laptops) - USED LAPTOP",HP,39999,#,Daraz.pk,8,512,Intel i5,15.6
Apple MacBook Pro 2013 (A1398) - 15.4 - inches Retina Display - Intel Core i7 Processor - 16GB RAM - 256GB SSD - Daraz L,Apple,89999,#,Daraz.pk,16,256,Intel i7,15.6
"USED - Lenovo ThinkPad L390 Core i5 8th Gen, 8GB, 512GB SSD, 14″ Screen IPS LED (Windows 11 Licensed) FREE LAPTOP BAG - ",Lenovo,53999,#,Daraz.pk,8,512,Intel i5,15.6
HP Elite Book 830 G5 - Like New Laptops - i7 - 8th generation - 16 GB RAM - 512 GB NVME SSD - Free Laptop Bag,HP,94500,#,Daraz.pk,16,512,Intel i7,15.6
"Acer Nitro V15 ANV15-52-769M Gaming Laptop 13th Gen Core i7-13620H, 16GB DDR4, 512GB SSD, NVIDIA RTX 5050 8GB Graphics, ",Acer,319999,#,Daraz.pk,16,512,Intel i7,15.6
"Apple MacBook Pro 2019 (A1990) - 15.4-inch - Intel Core i9 Processor, 16GB RAM, 500GB SSD, Space Gray, Touch Bar - Daraz",Apple,149999,#,Daraz.pk,16,512,Intel i9,15.6
Daraz Like New Laptops - HP Elitebook 840 G3 Touch Screen - Intel Core i5-6th Generation - 8gb Ram 128gb Ssd 500gb HDD -,HP,55429,#,Daraz.pk,8,128,Intel i5,14.0
Lenovo Thinkpad X13 | intel core i5 - 10th Generation | 32GB DDR4 RAM - 1TB NVME | Original Charger | 6 Months Warranty ,Lenovo,120000,#,Daraz.pk,32,512,Intel i5,15.6
"Daraz Like New Laptops - Dell Latitude 6430, Core i5 3rd generation, 8GB Ram, 500GB Hard Drive, 14"" Led Display, (Window",Dell,25999,#,Daraz.pk,8,512,Intel i5,14.0
Daraz Like New Laptops - HP ProBook 650 G2 - Intel Core i5-6th Generation - 8gb DDR4 Ram - 256gb SSD - 15.6 Inch Display,HP,49999,#,Daraz.pk,8,256,Intel i5,15.6
"Daraz Like New Laptops - HP ProBook 450 G1 Notebook PC Intel Core i5 4th Generation, 8GB DDR3 Ram, 128GB SSD Drive, 15.6",HP,32999,#,Daraz.pk,8,128,Intel i5,15.6
Apple MacBook pro 2019 (A2141) 16 inch Retina Dispaly Intel Core i7 with 2.6 Ghz (32GB RAM 512GB SSD) Touch Bar - Grey C,Apple,163999,#,Daraz.pk,32,512,Intel i7,16.0
"Daraz Like New Laptops - Dell Latitude E7480 Ultra Book, Core i5 6th generation, 8GB DDR4 Ram, 256GB Solid State Drive S",Dell,52999,#,Daraz.pk,8,512,Intel i5,14.1
"USED - Lenovo ThinkPad L390 Core i5 8th Generation, 16GB, 256GB SSD, 14″ Screen IPS LED (Windows 11 Licensed) FREE LAPTO",Lenovo,52999,#,Daraz.pk,8,256,Intel i5,15.6
"Daraz Like New Laptop - Dell Latitude E5540 15.6 inches Laptop, Core i5-4310U 2.0GHz, 8GB Ram, 500GB HDD, DVDRW, Windows",Dell,32999,#,Daraz.pk,8,512,Intel i5,15.6
"Lenovo ThinkPad T450 (14 inch), i5-5th Gen, 4GB RAM, 500GB HDD, Windows 10 Pro",Lenovo,42999,#,Daraz.pk,4,512,Intel i5,14.0
Used - Dell Latitude E5490 Core i5 8th Generation 8GB RAM 256GB SSD 14inch Screen Free Laptop Bag (Windows 11 Licensed) ,Dell,89999,#,Daraz.pk,8,256,Intel i5,14.0
"Daraz Like New Laptops - Dell Latitude E5470 14 inch ""Laptop, 2.4GHz Core i5-6300U, 8GB RAM, 256GB SSD, Windows 10 Pro 6",Dell,39499,#,Daraz.pk,8,256,Intel i5,14.0
"Acer Predator Helios Neo 16S PHN16S-71-76TK Gaming Laptop Intel Core Ultra 7-255HX, 16GB DDR5, 512GB SSD, NVIDIA RTX 506",Acer,419999,#,Daraz.pk,16,512,AMD Ryzen 5,16.0
"Dell Chromebook 3180 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS - (FREE LAPTOP BAG) - daraz ",Dell,19999,#,Daraz.pk,4,16,Intel i5,11.6
Dell Latitude E6420 Core i5 2nd Generation - 8GB RAM 250GB HDD,Dell,33000,#,Daraz.pk,8,256,Intel i5,15.6
"USED - Dell Latitude 6430, Core i5 3rd generation, 8GB Ram, 500GB Hard Drive, 14"" Led Display, (Windows 10 Registered) F",Dell,25489,#,Daraz.pk,8,512,Intel i5,14.0
Lenovo N21 Chromebook – 11.6″ – 4 GB RAM / 16 GB ROM - Long Battery Life,Lenovo,162884,#,Daraz.pk,4,16,Intel i5,15.6
USED - HP ProBook 640 G1 - Core i5 4th Generation - 4GB RAM - 500GB HDD - 14inch Screen - Free Laptop Bag - DARAZ LIKE N,HP,34899,#,Daraz.pk,4,512,Intel i5,14.0
"USED - Dell Latitude 5590 Ultra Book Core i5 8th generation, 8GB DDR4 Ram 256GB Solid State Drive SSD 15.6"" FHD Led Disp",Dell,63499,#,Daraz.pk,8,512,Intel i5,15.6
Daraz Like New Laptops - Hp Probook 640 G2 - Core i5 6th Generation - 16 GB RAM - 256GB SSD - 14inch Screen - FREE LAPTO,HP,45999,#,Daraz.pk,16,256,Intel i5,14.0
Dell Latitude 5420 Core i5 11th Generation 16GB Ram 256 GB SSD Hard disk Camera Charger 14.1” Display – Slightly Used la,Dell,75000,#,Daraz.pk,16,256,Intel i5,15.6
HP EliteBook 840 G4 Core i5 7th Gen/8GB RAM /256GB SSD14'' Screen (Windows 11 Licensed) FREE LAPTOP BAG - Daraz like new,HP,63999,#,Daraz.pk,8,256,Intel i5,14.0
Dell Latitude 5410 | Intel Core i5 - 10th Generation | 16gb RAM | 512gb SSD | 14 inch Screen | Dell Original Charger | F,Dell,94999,#,Daraz.pk,16,512,Intel i5,14.0
"Daraz Like New Laptop - DELL Latitude 3189, Intel Pentium N4200 Quad-Core (1.1 GHz), 4 GB DDR3L Ram, 512GB SSD, Intel HD",Dell,36999,#,Daraz.pk,4,512,Intel Pentium,11.6
"Dell Latitude 5310 Intel Core i5 10th Generation, 16GB DDR4 Ram, 512 GB SSD Drive, 13.3"" FHD Led Display, Intel HD Graph",Dell,64999,#,Daraz.pk,16,512,Intel i5,13.3
Apple MacBook Pro 2009 (A1278) - 13.3-inchs HD Display - Intel Core Processor - 8GB RAM - 128GB SSD TO 256GB SSD - Daraz,Apple,35000,#,Daraz.pk,8,128,Intel i5,15.6
"Daraz Like New Laptops - Dell Latitude E7250 , Core i5 5th generation, 8GB DDR3 Ram, 256GB SSD Drive, 12.1"" Led Display,",Dell,34999,#,Daraz.pk,8,256,Intel i5,12.1
"HP G2 350 / i5 5th gen / 8gb ram / 256gb SSD / 15.6"" display",HP,42000,#,Daraz.pk,8,256,Intel i5,15.6
Lenovo Thinkpad T460 - Core i5 6th Generation - 8GB DDR4 - 256GB SSD - 14inch Screen - Free Laptop Bag - Fattani Compute,Lenovo,44999,#,Daraz.pk,8,256,Intel i5,14.0
Apple MacBook Air (2012) | 13 Inches | Intel Core i7 1.7 GHz Processor | 8GB RAM | 128GB SSD | Silver - Daraz Like New L,Apple,42999,#,Daraz.pk,8,128,Intel i7,13.0
Daraz Like New Laptops - Dell Latitude E6430 - Intel Core i5-3rd Generation - 4gb Ram 500gb HDD - 14.1 Inch Display Size,Dell,31999,#,Daraz.pk,4,512,Intel i5,14.1
Dell Latitude E5440 14in Notebook PC - Intel Core i5-4300u 1.9GHz 8GB 128 SSD Windows 10 Pro - Daraz Like New Laptops,Dell,35999,#,Daraz.pk,8,512,Intel i5,14.0
HP LAPTOP 250 G10 CORE I3 13th gen,HP,107500,#,Daraz.pk,8,512,Intel i3,15.6
"Daraz Like New Laptops - Lenovo ThinkPad L440 14"" LED | Intel Core i3-4000M 2.40GHz | 4GB RAM 500GB HDD Windows 10 Pro 6",Lenovo,32999,#,Daraz.pk,4,512,Intel i3,14.0
"HP ProBook 640 G2 14"" HD Laptop - Intel Core i5 6th Gen, 8GB RAM, 500GB HDD - FREE LAPTOP BAG (WINDOWS 10 REGISTERED)",HP,41499,#,Daraz.pk,8,512,Intel i5,14.0
Daraz Like New Laptops - Lenovo Thinkpad X250 - Core i5 5th Generation - 8GB RAM - 500GB HDD - 12.5inches Screen - FREE ,Lenovo,29999,#,Daraz.pk,8,512,Intel i5,12.5
"Acer Chromebook R11 360 Touchscreen 11.6"" Quad N3150 4GB 16GB SSD Touch Screen (FREE LAPTOP BAG) - Daraz like new laptop",Acer,22999,#,Daraz.pk,8,16,Intel i5,11.6
HP Chromebook 11 G6 ee,HP,61725,#,Daraz.pk,8,512,Intel i5,15.6
HP Chromebook 11 G4 - 4GB RAM - 16GB Storage Capacity. airpods free,HP,22000,#,Daraz.pk,4,16,Intel i5,15.6
"Lenovo Chromebook 100e – 11.6"" HD, 4GB RAM, 32GB Storage, Chrome OS | Best Student Laptop with Charger",Lenovo,71499,#,Daraz.pk,4,32,Intel i5,11.6
"HP Probook 440 G4 13.3"" HD Business Laptop (Intel Core i3-7200U, 8GB DDR4 Memory, 256GB PCIe NVMe M.2 SSD) Fingerprint, ",HP,54999,#,Daraz.pk,8,512,Intel i3,13.3
Daraz Like New Laptops - HP Elitebook 850 G3 - Intel Core i5-6th Generation - 8gb Ram 128gb Ssd 500gb Hdd - 15.6 Inch LE,HP,51499,#,Daraz.pk,8,128,Intel i5,15.6
"LAPTOP - Dell Latitude E7480 Ultra Book, Core i5 7th generation, 8GB DDR4 Ram, 256GB Solid State Drive SSD, 14.1"" Led Di",Dell,49999,#,Daraz.pk,8,512,Intel i5,14.1
"Daraz Like New Laptops - HP Elitebook 840 G2 - Core i5-5th Generation - 500gb Hard , 8GB RAM",HP,42999,#,Daraz.pk,8,512,Intel i5,15.6
"(Apple MacBook Pro 2020) A2251- 13.3 Inches Retina Display, Inter Core i5 Processor, 08GB RAM (Touch Bar - Touch ID)",Apple,150000,#,Daraz.pk,8,512,Intel i5,13.3
Daraz Like New Laptops - Dell Latitude 7290 - Core i5 8th Generation - 8GB RAM - 256GB SSD - 12.5inch Screen - FREE LAPT,Dell,50999,#,Daraz.pk,8,256,Intel i5,12.5
"Dell Latitude E5570 15.6” Laptop (15.6” HD Display, i5-6300U 2.40GHz, 8GB DDR4 RAM, 256GB SSD, Windows 10 64bit) - Daraz",Dell,53999,#,Daraz.pk,8,256,Intel i5,15.6
"USED - Dell Latitude 5430, Core i5 3rd generation, 4GB Ram, 500GB Hard Drive, 14"" Led Display, (Windows 10 Registered) F",Dell,25499,#,Daraz.pk,4,512,Intel i5,14.0
HP 15S-FD0110TU Core i7-1355U 16GB DDR4 512GB PCIe Value Intel Iris Xe 15.6 FHD Antiglare slim IPS 250 nits Narrow Borde,HP,236499,#,Daraz.pk,16,512,Intel i7,15.6
Daraz Like New Laptops - Dell Latitude E5490 - Intel Core i5-8th Generation - 8gb Ram 256gb Ssd - 14.1 Inch Display - Wi,Dell,61499,#,Daraz.pk,8,256,Intel i5,14.1
Daraz Like New Laptops - HP EliteBook 840 G3 - Intel Core i7-6th Generation - 8gb DDR4 Ram - 256gb SSD - 14.1 Inch Scree,HP,58999,#,Daraz.pk,8,256,Intel i7,14.1
"USED - Dell Latitude 5430, Core i5 3rd Gen, 8GB Ram, 500GB Hard Drive, 14"" Led Display, (Windows 10 Registered) FREE LAP",Dell,25499,#,Daraz.pk,8,512,Intel i5,14.0
"Daraz Like New Laptops - HP EliteBook 840 G4 Ultra Book, Core i7 7th generation, 8GB DDR Ram, 500B Hard Drive , 14.1"" Le",HP,54499,#,Daraz.pk,8,512,Intel i7,14.1
"Daraz Like New Dell Latitude E5450 Intel Core i5 5th Generation, 8GB DDR3 Ram, 500 GB Sata Hard Drive, 14.1"" Led Display",Dell,35999,#,Daraz.pk,8,512,Intel i5,14.1
"Apple 2016 MacBook Pro | 2.7GHz quad-core | Intel Core i7, 15-inch, 16GB RAM, 512GB SSD | QWERTZ English, Space Gray | 2",Apple,140000,#,Daraz.pk,16,512,Intel i7,15.6
Daraz Like New Laptops - Dell Latitude E7290 - Intel Core i5-8th Generation - 8gb Ram 256gb Ssd - 12.5 Inch Dispay - Win,Dell,51499,#,Daraz.pk,8,256,Intel i5,12.5
"Daraz Like New Lenovo ThinkPad X230 Ultra Book, Core i5 3rd generation, 8GB DDR3 Ram, 320GB Hard Drive, 12.1"" Led Displa",Lenovo,27999,#,Daraz.pk,8,512,Intel i5,12.1
Like New Laptops - Lenovo N22/N23 Chromebook – 11.6″ – 4 GB RAM – 16 GB ROM – With Play Store - PUBG Supported like new,Lenovo,16499,#,Daraz.pk,4,16,Intel i5,15.6
Daraz Like new Laptops - Dell Latitude e5440 - Core i3-4th Generation - 4GB Ram 500GB HDD - 14.0 Inch Screen Size - FREE,Dell,37000,#,Daraz.pk,4,512,Intel i3,14.0
Dell leptop,Dell,38099,#,Daraz.pk,8,512,Intel i5,15.6
"Acer C720-2844 Chromebook (Windows 10, Intel Celeron 2955U 1.4 GHz, 11.6"" LED-lit Screen, Storage: 128 GB M.2 SSD, RAM: ",Acer,15500,#,Daraz.pk,2,128,Intel Celeron,11.6
DARAZ LIKE NEW LAPTOPS - LENOVO CHROME BOOK 100E - INTEL CELERON - 4GB RAM/16GB - CHROME OS - (FREE LAPTOP BAG),Lenovo,19499,#,Daraz.pk,4,16,Intel Celeron,15.6
"Dell Latitude 3340 13.3-inch Laptop, Intel Core i5-4005U 8GB RAM, 500GB HDD, Intel HD Graphics, HDMI, WiFi, Bluetooth, W",Dell,37999,#,Daraz.pk,8,512,Intel i5,15.6
"Acer Predator Helios 18 AI PH18-73-96CY Gaming Laptop Intel Core Ultra 9-275HX, 64GB DDR5, 1TB SSD, NVIDIA RTX 5080 16GB",Acer,974999,#,Daraz.pk,64,1024,AMD Ryzen 5,18.0
